name,category,rating,city,cost_per_plate,decoration,makeup_artist,dj,photography
Sunrise Event,decorators,3.0,nagpur,1700,102400,22000,13200,56000
Baba Decorators,decorators,3.0,nagpur,1500,90300,21600,8900,51400
Narendra Balloon...,decorators,3.0,nagpur,1400,85100,22000,8600,42000
Maa Bhagwati Decorators,decorators,3.0,nagpur,2200,138400,27300,10700,65700
AD Events And...,decorators,3.0,nagpur,1700,104000,25900,12800,53100
Bharat Decorators,decorators,3.0,nagpur,1700,106500,23200,14400,44500
Runjis Decor Studio,decorators,3.0,nagpur,999,72100,13200,9400,31400
Gajanan Flower...,decorators,3.0,nagpur,1400,97700,19900,9500,52100
Imagine Decorators,decorators,3.0,goa,1400,95000,22000,11800,44800
Weddings By Garema...,decorators,3.0,goa,1499,94800,19000,8200,44200
Royal Gala Weddings,decorators,3.0,goa,1499,95200,19300,9500,52400
Bandekar Decorators,decorators,3.0,goa,1500,91000,24900,8100,40500
Paresh Decorators Goa,decorators,3.0,goa,1499,101000,19000,11100,45000
Naik Decorators...,decorators,3.0,goa,999,75600,13900,8900,35400
Vgcraft International,decorators,3.0,agra,1400,94700,19900,12900,39400
Lokpriya Decorators,decorators,3.0,agra,2200,127800,27100,8200,63900
Gopal Light House,decorators,3.0,agra,1600,105700,21700,13200,43800
Shekhar Flower...,decorators,3.0,agra,1600,98700,24000,9200,44700
Shan Decorators,decorators,3.0,agra,2000,119600,24300,13200,50700
Pappu Flower Decoration,decorators,3.0,agra,1600,100800,19500,12900,46800
Preet Decorators,decorators,3.0,agra,2200,131300,27000,12800,61600
Mayank Artificial...,decorators,3.0,agra,1800,114800,21100,10200,58700
Chirag Events And...,decorators,5.0,jodhpur,1700,102400,20500,10700,52700
Gulab Light Decoration,decorators,3.0,jodhpur,1800,105300,25800,10900,54800
Jodhpur Events,decorators,3.0,jodhpur,2000,117800,27100,10800,64200
Maharaja Light...,decorators,3.0,jodhpur,999,79200,17800,8700,34300
Dreams Event,decorators,3.0,jodhpur,999,67400,15800,10500,30200
Kesariya Events and...,decorators,3.0,jodhpur,1800,111000,26000,13500,56700
DDS Entertainment...,decorators,3.0,jodhpur,2200,138100,26700,10400,58200
Marriage events by...,decorators,3.0,jodhpur,1500,95300,18200,11300,41900
Somani Tent House,decorators,3.0,jodhpur,999,74900,15000,12700,32900
Vinayak Event,decorators,3.0,jodhpur,1800,112600,24600,8300,46500
Nostalgia Events,decorators,3.0,jodhpur,999,66600,15200,13500,38900
Bask Events,decorators,3.0,jodhpur,1499,93200,22400,13600,48400
Umrao Weddings,decorators,3.0,jodhpur,1200,79400,16000,12200,40900
Adonis Events,decorators,3.0,jodhpur,2000,123500,26800,12900,63800
Shahi Parinaya Event...,decorators,3.0,jodhpur,1499,91400,24600,14800,54000
New Click Events,decorators,3.0,jodhpur,1600,103600,23300,8100,55800
Destination Vivah,decorators,3.0,jodhpur,1499,100300,22700,14700,40700
Divines Event,decorators,3.0,jodhpur,1700,104400,24300,13600,53600
RJ 19 Entertainments,decorators,3.0,jodhpur,1400,90400,19100,9000,42900
Empire Events,decorators,3.0,jodhpur,1700,108400,26000,12200,53900
Revel Makers,decorators,3.0,jodhpur,1500,102800,21300,11700,45700
Nakoda Tents,decorators,2.0,jodhpur,2000,119100,24700,13700,60000
Ragini Flowers n Petals,decorators,3.0,jodhpur,1700,100600,20300,10100,56400
Bombay Tent House,decorators,3.0,jodhpur,1500,102300,24700,14900,44200
New Rankawat Tent House,decorators,3.0,jodhpur,1500,100900,24200,13600,44100
SeaRose Affairs,decorators,2.0,jodhpur,2200,133800,29500,8300,66800
Porwal Tent Decorators...,decorators,3.0,indore,1200,80500,16300,11400,38800
Yuvika Tent Decorators,decorators,3.0,indore,2200,126800,30000,13200,57600
Moments Decoration,decorators,3.0,indore,1400,96400,20900,9300,44600
Sajdhaj Marriage...,decorators,3.0,indore,2200,136500,28300,9200,61400
Hoopla Wedding ...,decorators,3.0,indore,2000,127300,23600,11200,51700
Satya Sai Decorators,decorators,3.0,indore,999,78900,18700,9400,31300
AVR Events And Decor,decorators,3.0,indore,1500,97600,20800,8400,47100
Shri Ram Balloon...,decorators,3.0,indore,999,73300,18600,12200,43000
Yaariyan Balloon...,decorators,3.0,indore,1800,108100,21400,9500,49200
Decorators Home,decorators,3.0,indore,1700,112100,25800,11900,56200
Shardha Flowers...,decorators,3.0,indore,1499,103200,20900,13300,45800
HD DECOR,decorators,3.0,lucknow,1200,82700,21200,8000,46500
Amar Tent and Decorator,decorators,3.0,lucknow,1500,98300,23900,13000,41100
Occasions Decor,decorators,3.0,lucknow,999,77600,15000,14600,34400
Decor By Shubhi,decorators,3.0,lucknow,2200,138700,31300,9000,61900
Clark Decorators,decorators,3.0,lucknow,1499,97800,22900,10700,47500
Nav Nirman Tent House...,decorators,3.0,lucknow,1400,91700,21000,8800,38600
Romb Decor,decorators,3.0,lucknow,1600,102000,20600,12400,43900
Party Fun Planners,decorators,4.0,lucknow,1200,79200,17800,14700,35900
JP Decorators,decorators,3.0,vadodara,1700,103000,20900,10000,44300
Spider Decorators,decorators,3.0,vadodara,1700,107400,26100,8300,46400
Tulsi Event And Decor,decorators,3.0,vadodara,1400,90900,23100,13800,48800
Shubharambh...,decorators,4.0,vadodara,1499,96000,23000,9900,47600
Prajapati Caterers And...,decorators,3.0,vadodara,2200,137600,30600,12000,55500
Wadekar Flower...,decorators,3.0,lonavala,999,70600,18500,13300,44400
Bharat Events,decorators,3.0,lonavala,1400,95200,17700,13800,42300
Patel Mandap Decorator,decorators,3.0,lonavala,1600,104000,23000,10100,44300
Dinesh Mandap...,decorators,3.0,thane,1499,104500,22700,8800,41000
Hitesh Mandap...,decorators,3.0,thane,1600,108600,21500,8800,56400
Bape Decorators,decorators,3.0,thane,2200,129300,25600,11700,60600
Rangeela Mandap...,decorators,3.0,thane,1600,103300,22800,9200,42000
Biz Bash,decorators,3.0,thane,2200,130900,31800,12900,64800
Shan Decorators,decorators,3.0,thane,1800,114300,27100,10200,48500
Angat Mandap Decorator,decorators,3.0,thane,999,79600,14700,9900,42600
Omkar Flower Decorators,decorators,3.0,thane,1200,79900,19800,9600,35400
Awaj Decorators,decorators,3.0,thane,1800,113400,26400,9200,48300
Flower Decoration...,decorators,3.0,dehradun,1700,114700,26700,12600,51400
Ashu Flower Decorator,decorators,3.0,dehradun,1500,101100,19600,9400,43900
Shubharambh Events N ...,decorators,3.0,dehradun,1500,92500,19600,11800,54000
MAHOTSAV EVENTS,decorators,5.0,bhopal,1800,107000,21900,14900,52200
Shiv Shakti Tent House...,decorators,5.0,varanasi,2000,122000,28600,15000,63700
The Decor Inc,decorators,3.0,patna,1800,106000,21300,9500,47300
Spring Socials,decorators,3.0,patna,2200,130800,29600,12000,65000
Dream Planners And...,decorators,3.0,patna,1200,77500,16600,9400,35100
Pragya Decorator,decorators,3.0,patna,1800,108000,23200,10900,54700
Big stars entertainment...,decorators,5.0,kanpur,1500,97100,20400,13300,47600
Creative Decor,decorators,3.0,meerut,999,65900,16900,12900,30600
Sarvesh Tent And...,decorators,3.0,meerut,2000,115500,27900,12900,58900
SK Wedding Decor And...,decorators,3.0,meerut,1800,118900,24300,9400,52900
Occasions,decorators,3.0,meerut,2000,122300,29800,12400,61800
Emotion Events,decorators,3.0,meerut,1600,109300,20400,12500,54000
Avon Event Decorators,decorators,3.0,bareilly,1400,92200,21500,12300,46100
Bareilly Flower...,decorators,3.0,bareilly,999,72900,18400,11100,36300
Shree Radha Rani Tent...,decorators,3.0,bareilly,1600,107400,20200,11100,44500
Wow Decor And...,decorators,3.0,bareilly,1500,101900,22100,8600,44000
Tamanna Balloons...,decorators,3.0,bareilly,1500,102400,18700,8400,43400
Singh Decorator Event...,decorators,3.0,bareilly,1700,111900,22700,9600,53600
Evento by Niharika,decorators,3.0,greater-noida,1499,98700,20000,11500,51400
Toshani Food And...,decorators,3.0,greater-noida,2000,115800,28300,9000,59000
Sawariya Events,decorators,3.0,greater-noida,2200,136800,31200,10700,61400
ABC Events,decorators,3.0,greater-noida,1499,95700,24800,12500,54800
Event Feasta India,decorators,3.0,greater-noida,1600,98000,22800,12800,56500
Event Corporations,decorators,3.0,greater-noida,999,70900,18900,10600,34700
Adorn Events And...,decorators,3.0,greater-noida,1800,107500,25600,9800,57700
Saav Events,decorators,3.0,greater-noida,2000,127700,25000,13000,51900
MonAmour Caterers And...,decorators,3.0,greater-noida,1700,102700,22600,8100,58000
Shri Anand Tent And...,decorators,3.0,greater-noida,2000,116900,28800,12300,56400
S S Flower Decoration,decorators,3.0,greater-noida,1700,112300,20700,13800,52500
Pine Events,decorators,3.0,greater-noida,1400,89300,17200,13100,51500
Shanaya Decorators,decorators,3.0,greater-noida,1499,101300,22900,11300,44100
Kaaykon Events And PR,decorators,3.0,greater-noida,999,70100,17600,10300,39400
Prem Events,decorators,3.0,greater-noida,1200,85900,15600,10800,38400
DJ Sumit Chamoli,dj,3.0,delhi,1700,106600,24500,10300,51600
The Big Apple Sounds,dj,3.0,delhi,1499,96400,20800,11200,44000
Rockstar DJs,dj,2.0,delhi,999,72100,17200,10100,30800
DJ Jassi,dj,2.0,delhi,1200,88800,21500,8400,46600
DJ Aditya,dj,3.0,delhi,1700,110100,21300,9100,57300
DJ JATIN,dj,3.0,delhi,1200,81500,15100,12400,48800
Limn Entertainment,dj,2.0,delhi,1200,79700,18500,13200,41300
DJ Shivam,dj,3.0,delhi,1400,91500,21800,8600,38900
Dj Tyrath,dj,3.0,delhi,1500,93800,21600,13500,52900
DJ Chetan Gulati,dj,5.0,delhi,1600,95700,19300,13100,54800
DJ Puneet Bhatia,dj,5.0,delhi,1500,103600,19800,13100,54900
VDJ Sandy,dj,5.0,delhi,1600,105100,21500,10800,46900
RJ Productions,dj,5.0,delhi,1499,95100,19300,12000,41200
Dj Swing,dj,5.0,delhi,1499,103700,19000,8700,43700
Dj Arsh,dj,3.0,delhi,1600,103600,21700,14600,53000
Dj Aman and Sound,dj,2.0,delhi,2200,130100,26100,11700,56700
DJ Harry,dj,2.0,delhi,2000,125300,27100,13800,55400
DJ Amit B,dj,3.0,delhi,1499,102100,23100,14300,53300
DJ Calculus,dj,3.0,delhi,1500,103400,24700,14400,52400
Dj Deepak,dj,2.0,delhi,1600,107400,19400,8000,44600
DJ Kunaal,dj,3.0,delhi,2000,120400,29000,13500,55300
Dj Sukhbir,dj,3.0,delhi,2000,116200,29200,9400,61100
Om Sai dJs,dj,2.0,delhi,1800,117500,24100,13200,52700
Nomad Sound Events,dj,3.0,delhi,2000,126800,24000,12100,63800
Pawan Light and Sound,dj,2.0,delhi,2200,134100,28600,8600,55700
DEEJAY SUSH,dj,2.0,delhi,1499,96400,22500,12600,44600
Full-Circle Events,dj,3.0,delhi,1500,98600,18700,10800,51300
Sagar DJ Service,dj,2.0,faridabad,2000,121900,25600,8900,55400
Ved Hi Fi DJ,dj,2.0,faridabad,2000,123800,28600,12200,56900
Sundar D J And Sound,dj,2.0,faridabad,2200,139100,29800,11600,65000
Disc N Dance DJs and...,dj,2.0,faridabad,999,66600,19300,9400,31600
Adhana DJ Sound,dj,2.0,faridabad,2000,120700,24400,10700,54500
Himesh Reshmiya DJ,dj,2.0,faridabad,1600,101900,25900,8900,52400
Vicky DJ and Sound...,dj,2.0,faridabad,2000,125300,28400,8300,63300
Singh Sound And Dj,dj,2.0,faridabad,1200,76400,19600,10900,40200
S K DJ Service,dj,5.0,faridabad,2000,116400,24500,13100,51400
D C Choudhary DJ,dj,2.0,faridabad,1700,109000,26200,12100,48400
Kunal Hi Fi Dj,dj,2.0,faridabad,1400,88300,20000,8700,42000
Rawat DJ,dj,2.0,faridabad,2200,134000,31500,10000,60300
Faridabad DJ Works,dj,2.0,faridabad,1400,85400,21700,9600,49100
Faridabad Disco...,dj,2.0,faridabad,1200,87400,17900,11500,42300
Shri Sai Dj,dj,2.0,faridabad,1600,99500,23100,9700,56500
Sona Sound Service,dj,2.0,faridabad,1700,103300,24700,11000,57800
Vicky Dj Tigaon,dj,2.0,faridabad,1600,102900,25900,9000,49200
Harsh Dj and Sounds...,dj,2.0,faridabad,1500,99700,19000,8500,47000
Gautam DJ Sound System,dj,3.0,ghaziabad,1400,92900,19500,9700,44000
Radhe DJ,dj,3.0,ghaziabad,2200,130700,27500,13400,66100
Rajan Dj,dj,3.0,ghaziabad,2000,115800,24900,10800,56600
Vendor V2,dj,4.0,ghaziabad,1800,107000,22900,8800,56500
Hungry Sapienss,dj,4.0,ghaziabad,1700,114800,21600,12900,57800
Crystal Sound Service,dj,3.0,ghaziabad,1800,119900,22700,8000,54700
Pal DJ And Sound,dj,3.0,ghaziabad,2000,129500,29300,12000,51000
Dj Sachin,dj,3.0,ghaziabad,1800,115300,25500,8900,54700
DJ RDX,dj,3.0,ghaziabad,1800,116200,23100,12900,46500
Panther Events,dj,4.0,gurgaon,999,66500,14900,10400,37000
DJ Jingaala,dj,4.0,gurgaon,1800,119800,27000,9300,46100
Rhythm Dj and Sound...,dj,4.0,gurgaon,1600,105000,24400,14500,49000
JMD DJ and Events,dj,4.0,gurgaon,1600,101100,25500,11700,55200
DJ 5000,dj,4.0,gurgaon,1700,110800,24200,14400,57800
Bani Events,dj,4.0,gurgaon,1700,103700,23400,10000,47000
DJ Monu,dj,4.0,gurgaon,1800,117800,27500,9200,46000
Monty DJ Heavy Sound,dj,4.0,gurgaon,1499,103400,19100,12800,53600
DJ Utkarsh,dj,4.0,gurgaon,1200,79500,20200,14800,41800
Moldy Coin by DJ Amit,dj,4.0,gurgaon,1600,108900,21400,13000,54700
DJ X RDX,dj,3.0,noida,1499,97800,22900,10400,40700
DJ Sangam,dj,3.0,noida,1200,81500,18200,10900,37200
Test Company,dj,4.0,noida,1700,102300,24000,10500,44000
SAINI HI FI DJ,dj,3.0,noida,2000,119800,30000,9400,51800
DJ Pranav Jain,dj,3.0,noida,1500,97800,19200,12200,46700
Kanak Chauhan Dj,dj,3.0,noida,1800,115900,23400,11500,51700
Laxmi DJ And Sound...,dj,3.0,noida,1200,81800,17000,11200,46300
Gautam DJ,dj,3.0,noida,1400,92600,21600,9800,50500
Ravan Gurjar DJ,dj,3.0,noida,1800,113000,26900,14300,60100
DJ Uttam DJ Service,dj,3.0,noida,1600,101000,25100,10300,54900
DJ RISHABH,dj,3.0,noida,999,70500,16900,10000,35100
OM SAI DJ,dj,3.0,noida,1800,114100,21800,8200,51800
DJ Dheeraj,dj,3.0,noida,2200,139400,25200,8500,67800
Khan DJ,dj,3.0,noida,2200,136300,30800,14200,57700
D J Fidek,dj,3.0,noida,1200,81400,19800,13600,35500
DJ Sonu,dj,3.0,noida,1600,105200,25000,8300,42800
Rk music center Dj...,dj,3.0,jaipur,2000,123400,28300,14900,50600
Poornima DJ Live,dj,3.0,jaipur,1400,99800,22500,8600,45200
Sharma DJ Point,dj,3.0,jaipur,1400,92400,21500,13700,51900
Baba DJ Sound And...,dj,3.0,jaipur,2200,127400,26300,8900,55100
Raj DJ And Events,dj,3.0,jaipur,1499,104300,20300,14400,50000
DJ Saggy Jaipur,dj,3.0,jaipur,1800,109300,26300,8700,49100
Blockbusters Events,dj,4.0,jaipur,1800,105700,26400,13000,58100
Dj Raj Mumbai,dj,3.0,mumbai,1700,100200,24900,10900,47700
Creative,dj,4.0,mumbai,1400,93700,17800,11200,48200
Splinters DJ School,dj,3.0,mumbai,2000,126200,27200,8600,59600
Sai Audio Dj Anil,dj,3.0,mumbai,1800,109600,25900,13100,52000
DJ Nish Electrospinz,dj,3.0,mumbai,999,69700,16800,13600,35200
DJ Parth Negandhi,dj,3.0,mumbai,1500,100600,22300,14600,49400
DJ Niccon,dj,3.0,mumbai,999,69700,15200,10700,34200
Fastrack Group,dj,4.0,pune,2200,131000,31300,13700,58200
DJ Mayur,dj,3.0,pune,1499,92300,21500,10700,49700
Dj HS Sound System,dj,3.0,pune,1400,90900,18600,14600,39800
G Tech Sound N Dj Gyans...,dj,3.0,pune,1400,97500,18000,9000,41400
Abhishek Mantri,dj,3.0,pune,1200,87900,18800,9600,35200
DJ Deepak Kaimbwala,dj,3.0,chandigarh,1200,83000,21700,8800,48900
Golden,dj,3.0,chandigarh,1499,100700,21600,12100,52400
Bhangra Group In...,dj,3.0,chandigarh,2200,130800,25900,15000,56800
RD Sound And Dj,dj,3.0,chandigarh,1600,103700,21400,12300,45100
DJ Mohit Official,dj,3.0,chandigarh,2200,138900,29200,12300,57000
Punjab DJ Chandigarh,dj,3.0,chandigarh,1800,109700,22000,11400,52100
Singh DJ,dj,3.0,chandigarh,1200,87000,20200,13100,41300
Sun Night Dj,dj,3.0,chandigarh,2200,125600,28400,13400,58700
Professional Dj...,dj,3.0,chandigarh,1500,94800,22100,12200,43500
Dynamic Audios And...,dj,3.0,hyderabad,1800,112400,23800,13900,56000
Dj Sound And Lighting,dj,3.0,hyderabad,2000,129100,24500,12600,56200
Flipsyd,dj,3.0,hyderabad,2200,137000,28300,11200,64800
DJ Joy,dj,3.0,hyderabad,1400,94700,17700,12500,38100
Dj Aj Muzyk,dj,3.0,hyderabad,999,79200,18300,12200,37500
Dj Rittik,dj,3.0,hyderabad,1800,108500,23800,8500,50900
Sri Balaji Dj Sounds,dj,3.0,hyderabad,1500,100800,18400,11300,52100
Om Sai Dj Sounds,dj,3.0,hyderabad,2000,121200,29700,9000,51400
DJ Kim,dj,3.0,hyderabad,1400,99900,20700,14600,41100
Dj Shanks,dj,3.0,hyderabad,1499,100600,22300,13700,50000
National Sound Udaipur,dj,3.0,udaipur,2200,127700,31300,11700,59000
DJ Neet Nagpal,dj,3.0,udaipur,1600,99200,21700,14900,42800
D J D Udaipur,dj,3.0,udaipur,1499,104500,18400,14900,49800
New Mawar Dj Sound,dj,3.0,udaipur,1700,100000,22400,13200,49800
DJ Ravi Udr,dj,3.0,udaipur,1500,93200,20000,8400,44400
Echo Maniak,dj,3.0,udaipur,2200,125400,26700,9200,55100
DJ Dinez Udaipur,dj,3.0,udaipur,1800,113600,23500,8400,51700
Krishna Sound,dj,3.0,udaipur,1500,96300,24800,10100,44100
DJ Jagwar,dj,3.0,bangalore,1600,95600,22100,11000,55000
DJ AB,dj,3.0,bangalore,1800,108600,24200,10200,49900
DJ Ashok,dj,3.0,bangalore,1700,106200,23000,10400,48000
DJ Kamra,dj,3.0,bangalore,1700,109300,22100,12700,48900
DJ Demons,dj,3.0,bangalore,2200,132200,25300,10800,59900
DJ Sunny,dj,3.0,bangalore,1800,113400,26700,14300,55000
Dj Jeff,dj,3.0,bangalore,1700,103900,23200,13900,58400
DJ Maaheee,dj,3.0,bangalore,1200,87300,18900,13600,35100
DJ Anjan,dj,3.0,bangalore,1400,93100,18400,14700,39800
DJ Dax,dj,3.0,bangalore,1499,92200,24000,10500,50700
DJ Shatru,dj,3.0,bangalore,1700,109000,20600,14600,48000
Premkumar Patil DJ,dj,3.0,bangalore,1400,92500,21600,9800,49500
Dj Ton,dj,3.0,bangalore,1400,93900,18800,14900,43700
Dj Bass Tonic,dj,3.0,bangalore,1600,108000,20200,13600,54600
Dj Nykeh,dj,3.0,bangalore,1600,106000,20200,9100,47100
Dj Rhea,dj,3.0,bangalore,1500,90800,19000,8900,49700
DJ Jasmeet,dj,3.0,bangalore,1700,112200,22700,10000,56100
Ashwin Bhatia Karaoke...,dj,3.0,bangalore,1200,81900,21500,10000,45800
DJ Zac,dj,3.0,bangalore,1700,102200,24000,14200,49900
DJ Hemanth,dj,3.0,bangalore,2200,132100,29500,9600,66400
Dj Copp,dj,3.0,bangalore,1800,105100,25900,10800,58200
DJ Arjun Achar,dj,3.0,bangalore,1499,98000,21200,12400,53400
DJ Deep Bhamra,dj,3.0,bangalore,1800,112100,24700,9000,49400
DJ NShyap,dj,3.0,bangalore,1800,108900,25900,8600,54300
Dj Sham,dj,3.0,bangalore,1400,94000,22500,10600,39400
Dj Ravz,dj,3.0,bangalore,1600,102300,24500,8600,51300
DJ KooL,dj,3.0,bangalore,1200,89800,20100,13000,38900
Keshwanand Sound...,dj,3.0,nagpur,1700,114900,21500,8800,45900
Dj Digesh Sound Systems,dj,3.0,nagpur,1800,118700,23900,13300,49100
Vijay Pro Sound Nagpur,dj,3.0,nagpur,1600,102100,19800,12400,54500
Dj Stark,dj,3.0,nagpur,1499,104700,19000,14000,47900
Motions Audio,dj,3.0,nagpur,1400,91200,19500,8900,47400
Dj Akki,dj,3.0,nagpur,1400,95300,17700,13500,39300
DJ Ankit Sound,dj,3.0,nagpur,1499,99200,20500,8400,52700
Manish Audio Work,dj,3.0,nagpur,1500,94900,21400,9800,46500
Jai Audio,dj,3.0,nagpur,1400,88300,18200,12300,52700
SJ Brothers,dj,3.0,nagpur,1200,86800,19100,11500,45200
Test vendor lalit,dj,0.0,goa,1200,87400,17200,12000,34800
Nxt Audio Goa,dj,3.0,goa,1400,99400,23000,12700,39800
Dj Mark,dj,3.0,goa,1400,88500,19800,9000,38100
Dj Aglen,dj,3.0,goa,1400,92800,17800,9300,39700
DJ Surjal Gupta,dj,3.0,goa,1400,96700,18000,13100,42300
Dj Godwin Goa House,dj,3.0,goa,999,73500,15800,10100,37100
DJ Sahil NRG,dj,3.0,goa,1800,112600,26600,9400,54000
DJ Wency,dj,3.0,goa,999,67700,18500,10000,39000
DJ Saunyk,dj,3.0,goa,2000,126300,25100,12600,53800
DJ Hypertraxx,dj,3.0,goa,1400,86700,17600,10800,51300
Dj Vishant Goa,dj,3.0,goa,1499,90100,21300,11800,40300
New Anil Sound House,dj,3.0,agra,1700,106400,20200,10100,45400
Crystal Audio And...,dj,3.0,agra,2200,137500,30600,11800,61500
Shri Balajee DJ And ...,dj,3.0,agra,1499,102000,24200,10300,51800
Agra Sound N Decorators,dj,3.0,agra,1400,95100,23400,9800,44900
Sharma Sound And...,dj,3.0,agra,1499,90300,18800,9300,44900
RJP Dj And Events,dj,3.0,agra,1600,104900,20800,15000,51900
Ashok Dj Sound System...,dj,3.0,agra,2000,119500,27800,12100,62700
Dj Tomar,dj,3.0,bikaner,1600,107700,20100,13400,48000
Karodpati Dj Sound,dj,3.0,bikaner,1700,105300,20100,10500,57400
Spin Play Dj...,dj,3.0,bikaner,999,70500,16200,9100,34400
Krishna Dj Bikaner,dj,3.0,bikaner,1700,110700,25200,9700,49100
Vinod Dj Sound,dj,3.0,bikaner,1400,99900,19900,11700,46400
Moond Dj Sound Bikaner,dj,3.0,bikaner,2000,123800,28400,12500,52900
Sonu Sound,dj,3.0,bikaner,2200,136800,30800,12900,67100
Kushiya DJ Sound...,dj,3.0,jodhpur,1700,110700,24100,12400,57600
Radhika Dj Sound,dj,3.0,jodhpur,1200,88600,21400,10000,36900
Vinayak DJ,dj,3.0,jodhpur,1200,84000,18000,14100,47300
Yagya Dj Sound,dj,3.0,jodhpur,1200,81500,17000,12200,36600
DJ Nadeem,dj,3.0,jodhpur,2200,135200,27400,13100,67200
Guddu Sound And Light,dj,3.0,jodhpur,2200,136600,29600,12900,66700
Thakur DJ Decorators N...,dj,3.0,shimla,1800,115800,24100,9100,52200
Dj Rahul Records,dj,3.0,shimla,999,70400,14600,9200,38600
Mukul DJ,dj,3.0,shimla,1500,104500,18700,10900,45700
Dj Rocky Sound And...,dj,3.0,shimla,1600,104800,22600,10300,42300
Baghel Ji Sounds,dj,3.0,indore,1400,96900,18000,11000,50300
DJ Ashu Indore,dj,3.0,indore,1800,118300,24600,10500,46100
DJ Gourav,dj,3.0,indore,2000,121500,28400,8200,54300
Dj Mohit Indore,dj,3.0,indore,1200,86500,19700,9100,39700
Dj Rohit Mourya,dj,3.0,indore,999,72500,17500,14600,38600
DJ Sourabh,dj,3.0,indore,2000,116200,29800,11300,62200
AV Projection,dj,3.0,indore,2200,136900,27000,11800,62000
DJ Harsh Khandelwal,dj,3.0,indore,999,68800,14000,15000,42700
Raj Dj N Sound System,dj,3.0,indore,2200,133600,26400,8800,60300
Kunal Dj Sound System...,dj,3.0,lonavala,999,78200,16400,10700,37400
Morya Sound And lights...,dj,3.0,lonavala,1500,92400,18100,13100,51700
Sai Shree Sound...,dj,3.0,lonavala,1700,103000,22100,10700,55600
Kumar Sound Lonavala,dj,3.0,lonavala,1400,99800,18800,9800,42700
DJ Shubham Sound...,dj,3.0,lonavala,1800,116200,23100,14400,61000
Dj Hrushikesh,dj,3.0,lonavala,1600,104200,24600,14400,55400
Chetan DJ Sound N...,dj,3.0,thane,999,76800,18600,11500,44400
Mhatre Dj Sound N...,dj,3.0,thane,1600,96800,20600,10800,46400
Dj Vishal,dj,3.0,thane,1400,92000,23500,11500,46000
Mahesh Dj Sound N Light,dj,3.0,thane,1200,84800,19800,8500,40100
Dj Suraj,dj,3.0,thane,1800,114800,24000,13100,57200
Dj Akash sound N light,dj,3.0,thane,999,75400,19600,11200,31400
Dj Kuldeep,dj,3.0,thane,999,77500,16800,13800,38600
Dj Sound Sistaum,dj,3.0,thane,1499,98500,23600,14600,50900
Shri Balaji DJ Light N...,dj,3.0,thane,1499,102400,20900,11900,50900
Anandi Sound Services,dj,3.0,thane,1800,109300,26700,10100,53000
V Company,dj,3.0,dehradun,1500,96900,24400,14400,53400
Star Night Dj N Events,dj,3.0,dehradun,1700,108600,27000,8300,49700
King Djs,dj,3.0,dehradun,1800,119100,27300,11900,49400
The Temptations Dj N...,dj,3.0,dehradun,1800,107200,25900,14000,59700
Dj Shivam N Sound...,dj,3.0,dehradun,1200,78700,16000,11100,42600
Rock Heart DJ,dj,3.0,dehradun,1700,108800,26200,9800,50300
Rana Dj N Sound...,dj,3.0,dehradun,1400,91000,20100,8100,44400
Furax DJ N Sound...,dj,3.0,dehradun,1400,90600,22400,10600,44600
Vaibhav DJ N Sound...,dj,3.0,dehradun,1600,95800,19800,14400,55800
Rj Sound Service,dj,3.0,bhopal,999,75600,13200,12400,34500
Spark DJ Academy,dj,3.0,bhopal,1800,105800,26900,14000,53900
DJ And Music Production...,dj,3.0,bhopal,2000,124900,24600,8900,63500
Frisky DJ Academy,dj,3.0,bhopal,1700,106300,24600,13300,57300
Sahu Dj Events,dj,3.0,bhopal,1700,114700,21000,14000,52500
Mehfoooz Music,dj,3.0,bhopal,1800,109000,21200,14200,54300
Pandit Dj Events And...,dj,3.0,bhopal,1700,109500,21900,11500,58800
Natraj DJ And Events...,dj,3.0,bhopal,999,76500,19800,13000,44100
Vishwakarma Dj N Events,dj,3.0,bhopal,1500,103500,24400,10100,54600
G M Maran Beats 4d Dj,dj,3.0,bhopal,1200,83700,20000,10900,34300
Harsha Dj,dj,3.0,bhopal,1800,105500,26500,10900,58400
Dj Rahul Rockk,dj,5.0,patna,1200,88100,19600,13400,43900
DJ A S,dj,3.0,patna,999,75500,13400,10000,31400
DJ Amigo India,dj,3.0,patna,1800,114100,21200,11900,60500
Veer Audio Patna,dj,3.0,patna,1800,112600,27400,12500,51300
Dj Dmax,dj,3.0,patna,1600,105400,21300,11600,47100
Dj Pank,dj,3.0,patna,1499,102200,18100,9000,41600
G Audio Dj Patna,dj,3.0,patna,1600,100800,20400,10100,54000
DJ Aman Tomar,dj,3.0,kanpur,1499,94500,24000,13100,45700
DJ Sky,dj,3.0,kanpur,999,70900,18900,12700,32300
Vishal Professional...,dj,3.0,kanpur,999,69900,19800,14500,38400
Shiv Loudspeaker And DJ,dj,3.0,kanpur,999,71200,17900,8400,42900
Rocky DJ Band,dj,3.0,kanpur,2200,132100,27300,11600,60500
Dj Dhadkan Gurjar Vs...,dj,3.0,meerut,1500,101900,22700,12500,49300
Monu DJ House,dj,3.0,meerut,1200,86000,21200,8900,41000
Gaurav Sounds Meerut,dj,3.0,meerut,1800,117300,27800,9600,51500
Plus Sound,dj,3.0,meerut,1499,92400,19900,10700,44500
